# ----------------------------------------
# Transações: ID da Transação
# Conta: GRUPO GUANABARA | Sites
# Propriedade: Guanabara – GA4
# ----------------------------------------
# 
# Todos os usuários
# Data de início: 20250101
# Data de término: 20260524
ID da Transação,Origem / mídia da sessão,Compras de e-commerce,Receita de compra,Sessões
1C1J9V,google / cpc,1,1568.980003,1
19BXPS,google / organic,1,1568.820003,1
1DEWDN,google / cpc,1,1568.539999,1
1G209B,google / cpc,1,1568.519999,1
18C1B8,google / cpc,1,1568.480002,1
18QVZS,google / cpc,1,1568.01,1
1AW3EG,google / cpc,1,1567.980002,1
1EVAHD,google / cpc,1,1567.720002,1
1BJSPY,google / cpc,1,1567.720001,1
1961A9,(direct) / (none),1,1567.499997,1
1BRT1N,google / cpc,1,1567.399998,1
1965EJ,(direct) / (none),1,1567.32,1
1APM0Y,whatsapp / bot,1,1567.179999,1
1CJ6YS,google / organic,1,1567.000003,1
1D2ZP6,google / cpc,1,1567.000002,1
1D32XM,google / cpc,1,1567.000002,1
1H5GGS,google / cpc,1,1566.800001,1
1FF780,google / cpc,1,1566.709999,1
1H4KRP,google / cpc,1,1566.64,1
1FBTJF,(direct) / (none),1,1566.499998,1
1BEADX,google / cpc,1,1566.480001,1
18WX0T,google / organic,1,1566.399998,1
1C8FB4,google / cpc,1,1566.319999,1
1BGRMM,google / organic,1,1566.300002,1
1FQYZF,google / cpc,1,1566.240001,1
1FFDFU,google / cpc,1,1566.239999,1
1FK4VT,google / cpc,1,1566.239999,1
1ATDSB,google / cpc,1,1566.219999,1
1CRZ5J,google / cpc,1,1566.099999,1
1CQ2HK,google / cpc,1,1566.06,1
1AFWYQ,(direct) / (none),1,1565.979998,1
1BKKRN,google / cpc,1,1565.970001,1
19JC4E,google / cpc,1,1565.940002,1
1AR2ZT,google / cpc,1,1565.86,1
1BNBZ4,(direct) / (none),1,1565.86,1
1GKM3Q,google / cpc,1,1565.840002,1
19A788,google / cpc,1,1565.84,1
1BDN86,google / cpc,1,1565.770001,1
1HV8N9,(direct) / (none),1,1565.759998,1
1DGTYD,google / cpc,1,1565.700002,1
1CQUS8,google / organic,1,1565.659999,1
1CS89V,google / cpc,1,1565.659998,1
1D7Q5H,google / organic,1,1565.659998,1
1ECEPQ,google / cpc,1,1565.64,1
1G1V21,(direct) / (none),1,1565.610001,1
1G1W92,(direct) / (none),1,1565.610001,1
1G794P,google / cpc,1,1565.589999,1
1G798S,insider / architect_email,1,1565.589999,1
1H9A9A,google / cpc,1,1565.52,1
1B2A17,google / cpc,1,1565.480001,1
1D75P6,(direct) / (none),1,1565.440003,1
1DN7N2,google / cpc,1,1565.439998,1
1GE156,google / cpc,1,1565.419999,1
1BSRKT,google / organic,1,1565.240001,1
1KMJ7U,pushnews / pushnotification,1,1565.240001,1
1HPSY3,(direct) / (none),1,1565.04,1
1G9TE3,google / cpc,1,1564.970002,1
1CCUYV,google / organic,1,1564.620002,1
194T36,google / organic,1,1564.6,1
1DYJY7,google / cpc,1,1564.599998,1
1KMX9Y,google / cpc,1,1564.59,1
18PBVG,bing / organic,1,1564.479997,1
18R16X,(direct) / (none),1,1564.44,1
1CS8RH,whatsapp / bot,1,1564.420002,1
1BDM2N,whatsapp / bot,1,1563.96,1
1BWCY3,google / organic,1,1563.959999,1
1F6MV3,google / cpc,1,1563.810002,1
1F8PTT,google / cpc,1,1563.680001,1
1BF3SY,google / cpc,1,1563.679998,1
1BFG9E,google / cpc,1,1563.679998,1
1G2QMM,google / organic,1,1563.679997,1
1HJMHC,(direct) / (none),1,1563.660001,1
1GPV7G,google / cpc,1,1563.58,1
1GA1TJ,google / cpc,1,1563.560002,1
1GJM1B,google / cpc,1,1563.559999,1
1KMTNV,google / cpc,1,1563.559998,1
1FFR0V,social / meta,1,1563.480001,1
1FEEFV,google / cpc,1,1563.400002,1
1E1H9B,google / cpc,1,1563.300002,1
1JHT9A,(direct) / (none),1,1563.299998,1
1DBF5A,google / cpc,1,1563.179999,1
1CV0YS,google / cpc,1,1563.120002,1
1G7JD1,(direct) / (none),1,1563.100001,1
1G5FWU,google / cpc,1,1563.1,1
1GBR1G,google / cpc,1,1563.08,1
1GEYD9,whatsapp / bot,1,1563.04,1
1G4URC,google / cpc,1,1563.019999,1
1CAG4Y,(direct) / (none),1,1562.969999,1
1H4FAU,google / cpc,1,1562.939999,1
1KG7DS,(direct) / (none),1,1562.850002,1
18PFNF,google / cpc,1,1562.85,1
1BKZG8,google / organic,1,1562.780001,1
1BB6UJ,google / cpc,1,1562.779998,1
1EWKSX,google / cpc,1,1562.689999,1
1EJWK9,google / cpc,1,1562.539998,1
1GQC7W,insider / architect_web_push,1,1562.300002,1
1E0MPB,google / organic,1,1562.199998,1
18GNNU,google / cpc,1,1562.109998,1
1JJCU3,google / cpc,1,1561.960002,1
1JJE9C,google / cpc,1,1561.960002,1
1CTZZU,google / organic,1,1561.68,1
1FB44G,google / cpc,1,1561.58,1
1B1TSA,(direct) / (none),1,1561.420002,1
1ASDZC,(direct) / (none),1,1561.279998,1
1HQRCU,google / cpc,1,1561.229998,1
1AN2HH,br.search.yahoo.com / referral,1,1561.079997,1
1FDTGG,google / organic,1,1560.959998,1
1F90A8,google / cpc,1,1560.959997,1
195TFW,google / cpc,1,1560.740002,1
1DR0K9,google / cpc,1,1560.55,1
18R33D,google / cpc,1,1560.510002,1
18R1Z9,google / organic,1,1560.509999,1
1AU5WQ,whatsapp / bot,1,1560.500002,1
18NGEJ,google / organic,1,1560.359999,1
18NGNQ,google / organic,1,1560.359999,1
18NGTX,google / organic,1,1560.359999,1
1G6KQQ,google / cpc,1,1560.359999,1
1H4YCW,google / cpc,1,1560.24,1
18EWP9,(direct) / (none),1,1560.180002,1
1F1SXB,google / cpc,1,1560.049999,1
1G0UJQ,(direct) / (none),1,1560.000003,1
1G6J8F,google / cpc,1,1560.000002,1
1C6CHV,(direct) / (none),1,1560.000001,1
1FGQC3,(direct) / (none),1,1560,1
1G1YTB,(direct) / (none),1,1560,1
1GSBJA,(direct) / (none),1,1559.999999,1
1B4480,(direct) / (none),1,1559.999998,1
1F8T9Q,google / cpc,1,1559.999998,1
1H14BT,(direct) / (none),1,1559.999998,1
1BGZF5,google / cpc,1,1559.980002,1
1BT562,(direct) / (none),1,1559.979999,1
1D56BG,(direct) / (none),1,1559.979998,1
19T33K,(direct) / (none),1,1559.97,1
1ABC6Q,(direct) / (none),1,1559.959998,1
1F7NXX,google / cpc,1,1559.940002,1
1F888F,(direct) / (none),1,1559.940002,1
1C5BSP,whatsapp / bot,1,1559.940001,1
1EG943,(direct) / (none),1,1559.939999,1
1FQBBC,google / cpc,1,1559.939999,1
1GMXK9,(direct) / (none),1,1559.8,1
193B3G,bing / organic,1,1559.79,1
18JYSZ,google / cpc,1,1559.729998,1
1C0MP6,(direct) / (none),1,1559.6,1
1G853M,(direct) / (none),1,1559.549998,1
1HRZ5N,google / cpc,1,1559.419998,1
1FA124,google / organic,1,1559.399999,1
1G8YJ4,(direct) / (none),1,1559.359998,1
1JDHJA,google / cpc,1,1559.299997,1
1AWQDH,(direct) / (none),1,1559.280001,1
1CJ0A5,google / cpc,1,1559.279998,1
1FQWF4,google / cpc,1,1559.199998,1
1J2DN9,whatsapp / bot,1,1559.099998,1
1HZBKB,google / organic,1,1559.02,1
1E67MH,google / cpc,1,1559.000001,1
1E6BW4,(direct) / (none),1,1559,1
1ANVKG,google / cpc,1,1558.9,1
1AZJZU,whatsapp / bot,1,1558.660002,1
1BRF54,google / cpc,1,1558.599997,1
1CXM3J,google / cpc,1,1558.479998,1
1E7BKQ,google / organic,1,1558.459998,1
1BKG1J,pushnews / pushnotification,1,1558.419999,1
1BKH41,pushnews / pushnotification,1,1558.419999,1
1BCBMR,google / cpc,1,1558.380003,1
1EXV46,google / cpc,1,1558.279999,1
1AR1HB,google / cpc,1,1558.140002,1
1AVE0N,google / organic,1,1558.139997,1
199U9K,google / cpc,1,1558.020003,1
1FBCN9,google / cpc,1,1558.000002,1
196F02,google / cpc,1,1557.88,1
1GQGWG,google / organic,1,1557.879998,1
19GJUE,google / organic,1,1557.78,1
1ESQNQ,google / organic,1,1557.63,1
1G1AWD,(direct) / (none),1,1557.63,1
1CZR0U,google / cpc,1,1557.560003,1
1CYD64,(direct) / (none),1,1557.400002,1
1FD6R4,google / cpc,1,1557.210002,1
1CJH88,(direct) / (none),1,1557.209999,1
1C8NS1,whatsapp / bot,1,1557.000003,1
1HZXHV,google / cpc,1,1556.9,1
1HZY3X,google / cpc,1,1556.9,1
1APSA0,google / cpc,1,1556.819997,1
1KNJ0W,google / cpc,2,1556.6,1
1AUDGD,google / cpc,1,1556.559999,1
1F95DV,(direct) / (none),1,1556.529998,1
1CRMTP,google / cpc,1,1556.419999,1
1DXE6B,(direct) / (none),1,1556.310001,1
1A2FAU,google / cpc,1,1556.199999,1
1CC0RZ,(direct) / (none),1,1556.159999,1
19HD5S,(direct) / (none),1,1556.129999,1
1E8ETJ,google / cpc,1,1556.07,1
1FD7VK,(direct) / (none),1,1556.039997,1
1FD9RS,(direct) / (none),1,1556.039997,1
1GEPQU,google / cpc,1,1556.000001,1
1J8SSY,google / cpc,1,1555.959998,1
1H8AJW,(direct) / (none),1,1555.920001,1
1DYGKN,google / cpc,1,1555.840002,1
195MPU,google / organic,1,1555.720002,1
1C7RAZ,(direct) / (none),1,1555.68,1
1AMG8H,google / cpc,1,1555.219998,1
1J0THX,google / cpc,1,1555.160002,1
1J0TYP,google / cpc,1,1555.160002,1
1CAT01,google / organic,1,1555.029998,1
1FBRAY,insider / web_push,1,1554.95,1
1CKDFN,google / cpc,1,1554.920002,1
1ABKTN,google / cpc,1,1554.87,1
1GGJMZ,google / cpc,1,1554.720001,1
1KNJFG,google / cpc,1,1554.640002,1
1EJNZW,google / cpc,1,1554.330003,1
1EFEGM,google / cpc,1,1554.33,1
1EGUDD,google / cpc,1,1554.280002,1
1J4UVE,(direct) / (none),1,1553.970002,1
1DD59K,(direct) / (none),1,1553.97,1
1A54MF,(direct) / (none),1,1553.919999,1
1JA89Y,(direct) / (none),1,1553.860002,1
1KHTFF,(direct) / (none),1,1553.82,1
1GPXMG,google / cpc,1,1553.680001,1
1CKSZC,google / cpc,1,1553.559999,1
1DUDC2,insider / architect_email,1,1553.48,1
1CNV6B,google / cpc,1,1553.320003,1
1CNVAZ,(direct) / (none),1,1553.320003,1
1BQFCW,whatsapp / bot,1,1553.319999,1
18KYVS,google / organic,1,1553.280002,1
1B0U3H,(direct) / (none),1,1553.250001,1
1AJAPV,google / cpc,1,1553.110003,1
1HW1JZ,google / cpc,1,1553.02,1
1AE0CZ,google / cpc,1,1552.820002,1
1FAF1S,google / cpc,1,1552.770002,1
1DNRKY,(direct) / (none),1,1552.77,1
1EDBPZ,google / cpc,1,1552.740003,1
1CVQE3,(direct) / (none),1,1552.719997,1
18RQUC,(direct) / (none),1,1552.709998,1
1H4HCE,google / cpc,1,1552.619998,1
1BAW8P,google / cpc,1,1552.600002,1
1CUXMT,google / cpc,1,1552.580001,1
1HM3TU,google / cpc,1,1552.400001,1
1FGHFJ,bing / organic,1,1552.159998,1
1D1SJH,google / cpc,1,1552.120002,1
1CE71X,(direct) / (none),1,1552.040002,1
1C1BH7,(direct) / (none),1,1552.039998,1
1G24DV,google / organic,1,1551.999998,1
1CBRK5,google / cpc,1,1551.979998,1
1D94JJ,(direct) / (none),1,1551.96,1
1DXZ03,google / cpc,1,1551.889999,1
1FBV3S,(direct) / (none),1,1551.819999,1
1ER60E,google / organic,1,1551.78,1
1FSDG9,google / cpc,1,1551.78,1
1FAJU1,google / cpc,1,1551.669999,1
1G9AWG,google / cpc,1,1551.450001,1
1FMU2N,google / cpc,1,1551.449999,1
1JA6RP,google / cpc,1,1551.4,1
1JAK1M,(direct) / (none),1,1551.299999,1
1B8VX3,google / cpc,1,1551.139997,1
1BKKD5,bing / organic,1,1550.840002,1
1KBM0G,(direct) / (none),1,1550.839998,1
1EQTDC,google / cpc,1,1550.779998,1
1DBM6Q,bing / organic,1,1550.709999,1
1964Y6,(direct) / (none),1,1550.639998,1
1EKW93,google / cpc,1,1550.520001,1
1EKYDF,google / cpc,1,1550.520001,1
1BJZKF,(direct) / (none),1,1550.489998,1
1GX3V0,google / cpc,1,1550.420001,1
1DQGDX,google / cpc,1,1550.299998,1
1EFWXN,(direct) / (none),1,1550.239999,1
1JDJBA,insider / architect_whatsapp,1,1550.219998,1
1F7ASS,google / cpc,1,1550.159999,1
18DU24,google / cpc,1,1550.1,1
1BHERM,google / cpc,1,1550.099999,1
1FKU1F,(direct) / (none),1,1550.099999,1
1E7EEU,(direct) / (none),1,1550.040001,1
1FHAY9,google / cpc,1,1550.030001,1
1A8EY0,google / cpc,1,1550.000002,1
1BF0EV,google / cpc,1,1550.000002,1
1BM3AW,(direct) / (none),1,1550.000001,1
1C25J2,(direct) / (none),1,1550,1
1C26BG,(direct) / (none),1,1550,1
1G6HUP,(direct) / (none),1,1549.999998,1
1F96F1,(direct) / (none),1,1549.98,1
1BE0MF,(direct) / (none),1,1549.96,1
1GADU5,google / cpc,1,1549.84,1
1GAGXQ,(direct) / (none),1,1549.84,1
19ZC7T,(direct) / (none),1,1549.769999,1
1DY4TY,(direct) / (none),1,1549.680001,1
1AU9XU,(direct) / (none),1,1549.68,1
1BGK6Y,google / cpc,1,1549.679999,1
1BGUQF,google / organic,1,1549.679999,1
1EYATX,google / cpc,1,1549.659998,1
1H8CPV,google / cpc,1,1549.560001,1
1BEX6T,google / cpc,1,1549.360001,1
1E8EZ3,google / cpc,1,1549.260002,1
1G5S8Q,google / cpc,1,1548.939998,1
1HTS3Z,google / organic,1,1548.93,1
1EFWAK,google / cpc,1,1548.900002,1
1F6HF9,google / cpc,1,1548.599998,1
1F6HNM,google / cpc,1,1548.599998,1
1K1ZTN,(direct) / (none),1,1548.599998,1
1DXBVW,(direct) / (none),1,1548.4,1
1FT37N,google / cpc,1,1548.399999,1
1HFS7N,google / cpc,1,1548.000003,1
1C5PYV,google / cpc,1,1548.000002,1
1EJHR1,(direct) / (none),1,1547.980001,1
1EKP4G,(direct) / (none),1,1547.970003,1
1DQRA8,google / cpc,1,1547.97,1
1ATYYF,google / cpc,1,1547.969999,1
1DU0EV,(direct) / (none),1,1547.969999,1
1FR889,google / cpc,1,1547.969999,1
18DP39,(direct) / (none),1,1547.940001,1
1FW667,google / cpc,1,1547.799999,1
1FYHAH,google / cpc,1,1547.600002,1
1ED5SW,google / cpc,1,1547.480002,1
1E3H9F,google / cpc,1,1547.459998,1
19304P,(direct) / (none),1,1547.429998,1
1GJRJF,google / cpc,1,1547.360001,1
18DFB0,(direct) / (none),1,1547.359999,1
1C3J3T,google / organic,1,1547.16,1
1K35ZN,google / cpc,1,1547.039999,1
1B9XWA,(direct) / (none),1,1547.010001,1
1AT4HF,(direct) / (none),1,1547,1
1C4R9J,google / cpc,1,1546.950003,1
1DEJ48,(direct) / (none),1,1546.930002,1
1HB374,(direct) / (none),1,1546.93,1
1DNPXD,(direct) / (none),1,1546.83,1
1E2YKX,google / cpc,1,1546.829999,1
18W9HG,google / cpc,1,1546.750002,1
1ENKF8,google / cpc,1,1546.640002,1
1FD147,google / cpc,1,1546.61,1
1JN9K5,google / cpc,1,1546.43,1
1HUZZM,(direct) / (none),1,1546.42,1
1HV0Z7,(direct) / (none),1,1546.42,1
1HG21B,google / organic,1,1546.289998,1
1HG27B,google / organic,1,1546.289998,1
1DZN80,google / cpc,1,1546.270001,1
1AT7QA,google / cpc,1,1546.139998,1
1CPPCE,google / cpc,1,1546.139997,1
1B0HUR,google / organic,1,1546.079999,1
1C2UZC,google / cpc,1,1545.989998,1
1C09D0,google / cpc,1,1545.96,1
1FDBPZ,google / cpc,1,1545.6,1
1K34YY,google / cpc,1,1545.559999,1
19DZGF,google / cpc,1,1545.42,1
1EJJJZ,bing / organic,1,1545.269999,1
1CC3KX,google / organic,1,1545.260002,1
1C5H0E,google / organic,1,1545.260001,1
1CN9US,(direct) / (none),1,1545.260001,1
1CN3WT,google / cpc,1,1545.26,1
1CHAQK,google / cpc,1,1545.259999,1
1CX0CM,google / organic,1,1545.259999,1
1EDMX4,whatsapp / bot,1,1545.060002,1
1B53ZA,google / cpc,1,1545,1
1947ED,google / cpc,1,1544.970002,1
1J6BAJ,google / cpc,1,1544.970002,1
1CQ8UK,google / cpc,1,1544.97,1
1B5CDP,google / cpc,1,1544.969998,1
1B5D1V,google / cpc,1,1544.969998,1
1B5E87,google / cpc,1,1544.969998,1
1B5J50,google / cpc,1,1544.969998,1
1CD84N,(direct) / (none),1,1544.949999,1
1BA9FM,google / cpc,1,1544.880001,1
192YZH,google / organic,1,1544.850001,1
1C55NN,google / cpc,1,1544.800002,1
1GGQBH,google / cpc,1,1544.78,1
1GW4YN,(direct) / (none),1,1544.610001,1
1G7V8A,(direct) / (none),1,1544.419998,1
1G8PYJ,google / cpc,1,1544.419998,1
1FVT63,google / cpc,1,1544.329998,1
18YNRH,(direct) / (none),1,1544.239999,1
18YPCW,(direct) / (none),1,1544.239999,1
18YPNA,(direct) / (none),1,1544.239999,1
1BE4SM,google / cpc,1,1544.020002,1
19UX9P,google / cpc,1,1544.020001,1
19VQW1,google / cpc,1,1544.02,1
1FQN8B,google / cpc,1,1544.000002,1
1FQRRG,google / cpc,1,1544.000002,1
1FQWEU,google / cpc,1,1544.000002,1
1BXTPE,google / organic,1,1543.96,1
1GJ522,(direct) / (none),1,1543.959998,1
18HA9Z,(direct) / (none),1,1543.920002,1
1H8835,google / organic,1,1543.830002,1
19M1XN,google / cpc,1,1543.819998,1
1JAQNU,google / organic,1,1543.740001,1
19KUB7,google / organic,1,1543.739998,1
19KUFA,(direct) / (none),1,1543.739998,1
19KUQ7,(direct) / (none),1,1543.739998,1
19KVNK,(direct) / (none),1,1543.739998,1
19KWRU,google / cpc,1,1543.739998,1
1CFR9N,google / cpc,1,1543.620002,1
1JS0E2,google / organic,1,1543.500002,1
1D9W3V,google / cpc,1,1543.300002,1
1AMBPP,google / cpc,1,1543.240003,1
1B3KJ3,google / cpc,1,1543.240001,1
1FDGST,google / cpc,1,1543.169999,1
1DZNBZ,google / cpc,1,1543.109999,1
1DZNEY,google / cpc,1,1543.109999,1
1AQ293,(direct) / (none),1,1542.980002,1
1AQ31F,(direct) / (none),1,1542.980002,1
1F502J,whatsapp / bot,1,1542.920002,1
1F519P,whatsapp / bot,1,1542.920002,1
1EWU2P,google / cpc,1,1542.799998,1
1FKWQE,whatsapp / bot,1,1542.78,1
18GEAF,(direct) / (none),1,1542.69,1
1FXXTW,google / cpc,1,1542.670002,1
1FK54U,google / cpc,1,1542.660003,1
1B6UWH,google / cpc,1,1542.56,1
1FSS3J,google / cpc,1,1542.400002,1
1JKFBP,google / organic,1,1542.260001,1
1BD5JG,google / organic,1,1542.12,1
1EP5EK,google / cpc,1,1542.03,1
1BRV54,google / cpc,1,1542,1
1JMWM9,(direct) / (none),1,1541.969999,1
1C4EDC,(direct) / (none),1,1541.969998,1
1JW199,google / cpc,1,1541.940001,1
1JW3AE,google / cpc,1,1541.940001,1
1K7DDP,google / cpc,1,1541.740002,1
1AU1SJ,google / cpc,1,1541.640001,1
1FB68N,google / cpc,1,1541.61,1
1JAGRJ,google / cpc,1,1541.539998,1
1HK09C,bing / organic,1,1541.360002,1
19YBMR,google / cpc,1,1541.280001,1
1ANRF8,google / cpc,1,1541.160001,1
1G45XJ,google / cpc,1,1540.949999,1
1K6V38,insider / architect_web_push,1,1540.530002,1
1G4DBG,(direct) / (none),1,1540.530001,1
1ENA1Q,google / cpc,1,1540.479999,1
1GMZYU,google / cpc,1,1540.24,1
18G6U5,google / cpc,1,1540.079998,1
18KWEG,google / cpc,1,1540.079998,1
1DJJ0C,(direct) / (none),1,1540.020001,1
18NTZ7,google / cpc,1,1539.999999,1
1FWSGG,(direct) / (none),1,1539.96,1
1FA8YV,(direct) / (none),1,1539.93,1
1ENCUD,google / cpc,1,1539.900002,1
1GGF4C,google / cpc,1,1539.849999,1
19849M,google / cpc,1,1539.800001,1
19GRKW,whatsapp / bot,1,1539.720002,1
196D5N,google / organic,1,1539.700001,1
1FA41J,(direct) / (none),1,1539.659999,1
1C1ZGR,google / organic,1,1539.620001,1
18JWKH,google / cpc,1,1539.599998,1
1ECWES,(direct) / (none),1,1539.599998,1
1B6GNY,google / cpc,1,1539.480001,1
1KP3JG,google / cpc,1,1539.360002,1
1DH0B8,google / organic,1,1539.260001,1
19FWPN,google / organic,1,1538.939999,1
19FYHH,google / organic,1,1538.939999,1
195J82,google / organic,1,1538.84,1
1DJS33,google / cpc,1,1538.73,1
1B77TX,google / cpc,1,1538.66,1
1J3M4T,pushnews / pushnotification,1,1538.449999,1
1GNVDV,(direct) / (none),1,1538.259998,1
1FYCXM,google / cpc,1,1538.239998,1
1HWMVF,google / cpc,1,1538.16,1
1EFWUS,google / organic,1,1538.140001,1
1C39A3,google / organic,1,1538,1
1FHEW7,(direct) / (none),1,1537.999998,1
1EC01J,(direct) / (none),1,1537.959998,1
1F97CC,google / cpc,1,1537.919999,1
18X0JF,google / cpc,1,1537.860001,1
1JG0BN,(direct) / (none),1,1537.820001,1
1FJAVP,email.useinsider.com / referral,1,1537.800001,1
1DENGH,google / cpc,1,1537.799999,1
1FJ1AH,bing / organic,1,1537.699999,1
1FVHN3,(direct) / (none),1,1537.62,1
19EJRG,(direct) / (none),1,1537.56,1
1JBU1A,google / organic,1,1537.530001,1
1GUQ52,(direct) / (none),1,1537.440001,1
1HJWDM,google / cpc,1,1537.439998,1
1BZEZG,whatsapp / bot,1,1537.400001,1
198N13,google / cpc,1,1537.380003,1
18X8NC,google / cpc,1,1537.379998,1
1BC362,(direct) / (none),1,1537.260001,1
19FVCS,google / cpc,1,1537.169998,1
1EUDC5,google / cpc,1,1537.120002,1
1CB3BA,google / cpc,1,1537.120001,1
1FPDTQ,google / cpc,1,1537.060003,1
1BTXWB,google / cpc,1,1537.049997,1
1EJQA1,google / cpc,1,1536.999998,1
1JEJUS,google / cpc,1,1536.879998,1
1GH6BQ,google / cpc,1,1536.850003,1
1DWJJ1,google / cpc,1,1536.780001,1
1HX859,(direct) / (none),1,1536.749998,1
1EE24Z,google / cpc,1,1536.600002,1
1EUEPS,google / cpc,1,1536.540002,1
1FGU9B,google / cpc,1,1536.399998,1
1F6SAW,(direct) / (none),1,1536.389999,1
198D37,(direct) / (none),1,1536.240002,1
1CDU6X,google / cpc,1,1536.030002,1
1G8ZMH,google / cpc,1,1536.000002,1
1BDSAD,google / cpc,1,1535.96,1
1FEUQD,google / organic,1,1535.959997,1
1CMB0V,google / cpc,1,1535.940002,1
1GUHKW,(direct) / (none),1,1535.879998,1
1DJEUA,(direct) / (none),2,1535.879996,2
1CE8S4,(direct) / (none),1,1535.870002,1
1EWE70,google / organic,1,1535.800001,1
1G96Y2,google / cpc,1,1535.799999,1
1J2DHT,google / organic,1,1535.719998,1
1EHMKS,whatsapp / bot,1,1535.54,1
1EHUJR,whatsapp / bot,1,1535.54,1
1EHV31,whatsapp / bot,1,1535.54,1
1AZPEV,google / cpc,1,1535.539998,1
1F1TYJ,google / cpc,1,1535.539998,1
1DN1DT,google / cpc,1,1535.429998,1
1BRZ4V,(direct) / (none),1,1535.399999,1
19C3PP,google / organic,1,1535.359999,1
1EU9KD,(direct) / (none),1,1535.34,1
1CEV67,whatsapp / bot,1,1535.220002,1
1DRM3R,google / cpc,1,1535.220002,1
1C8EHK,google / cpc,1,1535.219998,1
1BEFQD,google / organic,1,1535.12,1
1BE3ZH,google / cpc,1,1535.060002,1
1DF10E,google / cpc,1,1535.020001,1
1C1W0R,google / cpc,1,1535.02,1
19RPRR,google / cpc,1,1534.98,1
1B7BXA,google / cpc,1,1534.8,1
1J67DM,google / cpc,1,1534.72,1
1G91XX,google / organic,1,1534.620002,1
1CEWTQ,(direct) / (none),1,1534.600001,1
1ACGT9,google / cpc,1,1534.6,1
1GFE2U,google / cpc,1,1534.539999,1
19NR5Q,pushnews / pushnotification,1,1534.479999,1
1BGEMG,google / cpc,1,1534.199999,1
1G9RSJ,google / cpc,1,1534.199998,1
1HVFVZ,google / cpc,1,1534.179998,1
1DTPRQ,whatsapp / bot,1,1534.159998,1
1DTQ93,whatsapp / bot,1,1534.159998,1
1CC376,google / organic,1,1534.12,1
1A9RVE,whatsapp / bot,1,1534.080002,1
1FH8B6,google / organic,1,1534.080002,1
1BJN17,google / cpc,1,1534.049997,1
19PAHF,(direct) / (none),1,1534.020001,1
19PDFM,(direct) / (none),1,1534.020001,1
1GNSGK,google / cpc,1,1533.999998,1
1C3P1S,google / organic,1,1533.979999,1
1D7QM8,(direct) / (none),1,1533.900001,1
1AUSR5,google / cpc,1,1533.9,1
1D9EUW,google / organic,1,1533.9,1
1AEYN7,google / organic,1,1533.789999,1
1A5XYB,google / cpc,1,1533.620001,1
19BYED,google / cpc,1,1533.42,1
1F7FXW,google / cpc,1,1533.359999,1
1F8MED,bing / organic,1,1533.359999,1
19ZXHE,google / cpc,1,1533.270002,1
1A8C13,whatsapp / bot,1,1533.140001,1
1ASS0M,(direct) / (none),1,1532.970001,1
1CJ68H,google / cpc,1,1532.919999,1
1EXHK5,google / cpc,1,1532.82,1
1F7EYS,google / cpc,1,1532.680002,1
1FNR9W,(direct) / (none),1,1532.639998,1
1FAU9M,google / cpc,1,1532.480002,1
1EVUB5,google / cpc,1,1532.400002,1
1G5ZGV,google / cpc,1,1532.299999,1
1B8HHQ,google / cpc,1,1532.220002,1
1J6JPB,whatsapp / bot,1,1532.16,1
1EZYPB,(direct) / (none),1,1532.079999,1
1EZYU6,(direct) / (none),1,1532.079999,1
1H79RN,insider / web_push,1,1532.000002,1
1BQGKT,(direct) / (none),1,1531.98,1
1BCY4B,google / cpc,1,1531.96,1
1JE5A2,google / organic,1,1531.739998,1
19506P,(direct) / (none),1,1531.72,1
1JG1YA,(direct) / (none),1,1531.659998,1
1FQ9GP,google / cpc,1,1531.479999,1
1F4A71,google / cpc,1,1531.429999,1
194YVZ,whatsapp / bot,1,1531.379998,1
18V69K,google / cpc,1,1531.359997,1
1GTTA5,google / cpc,1,1531.350001,1
1HUVVK,google / cpc,1,1531.260001,1
1GV9E1,(data not available),1,1531.259999,1
1HX81N,google / organic,1,1531.259999,1
1B6M3X,google / organic,1,1531.200002,1
1DXN2H,google / cpc,1,1531.100002,1
1JH5RJ,google / cpc,1,1531.039998,1
1A97G7,google / cpc,1,1530.93,1
1KKX66,google / organic,1,1530.910002,1
1BWCCH,whatsapp / bot,1,1530.719998,1
1BDQEJ,google / organic,1,1530.560003,1
1B2F4C,google / organic,1,1530.359999,1
1GCZ8A,(direct) / (none),1,1530.320001,1
1B8RUR,google / cpc,1,1530.24,1
1B8TYC,google / cpc,1,1530.24,1
1B8W09,google / organic,1,1530.24,1
1B8XTV,google / organic,1,1530.24,1
1B8Z7E,google / organic,1,1530.24,1
1B90AZ,pushnews / pushnotification,1,1530.24,1
1B914Y,pushnews / pushnotification,1,1530.24,1
1B924K,pushnews / pushnotification,1,1530.239999,1
1B9279,pushnews / pushnotification,1,1530.239999,1
1B92P9,pushnews / pushnotification,1,1530.239999,1
1B94NS,google / organic,1,1530.239999,1
1B96F5,google / organic,1,1530.239999,1
1B98NG,google / cpc,1,1530.239999,1
1B9C7Y,pushnews / pushnotification,1,1530.239999,1
1B9DR7,pushnews / pushnotification,1,1530.239999,1
1B9F9J,pushnews / pushnotification,1,1530.239999,1
1B9GTT,pushnews / pushnotification,1,1530.239999,1
1B9JE0,(not set),1,1530.239999,1
1AN51T,google / organic,1,1530.199999,1
1FPKZ2,google / cpc,1,1530.069999,1
1FPNDX,google / cpc,1,1530.069999,1
