Páginas principais,Cliques,Impressões,CTR,Posição
https://blog.viajeguanabara.com.br/wp-content/uploads/2025/12/20251220_212045-scaled-1.webp,0,4,0%,21.5
https://blog.viajeguanabara.com.br/wp-content/uploads/2023/10/Natal-Rio-Grande-do-Norte.png,0,4,0%,23.5
https://blog.viajeguanabara.com.br/wp-content/uploads/2023/10/Curiosidades-sobre-Recife-1250x480.png,0,4,0%,30.75
https://blog.viajeguanabara.com.br/tag/festivais/,0,4,0%,32.5
https://blog.viajeguanabara.com.br/guia-completo-para-viajar-de-onibus-com-criancas,0,3,0%,1
https://blog.viajeguanabara.com.br/tag/netflix/,0,3,0%,5.33
https://blog.viajeguanabara.com.br/roteiro-24-horas-em-vitoria-es/,0,3,0%,6
https://blog.viajeguanabara.com.br/tag/dicas/,0,3,0%,6.33
https://blog.viajeguanabara.com.br/pagina-exemplo/,0,3,0%,7.67
https://blog.viajeguanabara.com.br/tag/stranger-things/,0,3,0%,8
https://blog.viajeguanabara.com.br/tag/criancas/,0,3,0%,9.67
https://blog.viajeguanabara.com.br/wp-content/uploads/2025/07/Guanabara-1250x1067.webp,0,3,0%,9.67
https://blog.viajeguanabara.com.br/tag/patrimonio-natural-da-humanidade/,0,3,0%,21.33
https://blog.viajeguanabara.com.br/category/cultura/page/2/,0,3,0%,23
https://blog.viajeguanabara.com.br/tag/guanabara/page/4/,0,3,0%,24
https://blog.viajeguanabara.com.br/tag/semana-santa/,0,3,0%,29.67
https://blog.viajeguanabara.com.br/tag/guanabara/feed/,0,3,0%,32.33
https://blog.viajeguanabara.com.br/tag/fatos-curiosos-de-salvador/,0,3,0%,37
https://blog.viajeguanabara.com.br/tag/ferias-de-janeiro/,0,2,0%,1.5
https://blog.viajeguanabara.com.br/author/blog-viajeguanabara-com-br/page/10/,0,2,0%,3
https://blog.viajeguanabara.com.br/tag/coisas-para-fazer-em-belo-horizonte/,0,2,0%,3.5
https://blog.viajeguanabara.com.br/tag/sao-paulo/,0,2,0%,5.5
https://blog.viajeguanabara.com.br/tag/pontos-turisticos/,0,2,0%,6.5
https://blog.viajeguanabara.com.br/tag/rio-de-janeiro/,0,2,0%,6.5
https://blog.viajeguanabara.com.br/author/blog-viajeguanabara-com-br/page/7/,0,2,0%,7
https://blog.viajeguanabara.com.br/tag/passeio-casal/,0,2,0%,8.5
https://blog.viajeguanabara.com.br/sobre-blog,0,2,0%,9
https://blog.viajeguanabara.com.br/tag/lugares-pra-comer-na-barra-da-tijuca/,0,2,0%,10
https://blog.viajeguanabara.com.br/tag/viagem-guanabara/page/7/,0,2,0%,11
https://blog.viajeguanabara.com.br/wp-content/uploads/2023/10/Dicas-nordeste.png,0,2,0%,13
https://blog.viajeguanabara.com.br/wp-content/uploads/2024/07/luggage-1149289_1280-1250x853.jpg,0,2,0%,23.5
https://blog.viajeguanabara.com.br/wp-content/uploads/2023/10/Melhores-praias-de-Fortaleza-1250x480.png,0,2,0%,27
https://blog.viajeguanabara.com.br/tag/revolucao-constitucionalista/,0,2,0%,43
https://blog.viajeguanabara.com.br/tag/ponto-facultativo/,0,2,0%,44
https://blog.viajeguanabara.com.br/tag/feriados-2024/,0,2,0%,47.5
https://blog.viajeguanabara.com.br/tag/festas-juninas/,0,2,0%,49.5
https://blog.viajeguanabara.com.br/atendimento-guanabara/,0,1,0%,1
https://blog.viajeguanabara.com.br/avenida-paulista-domingo/),0,1,0%,1
https://blog.viajeguanabara.com.br/comprar-a-passagem/,0,1,0%,1
https://blog.viajeguanabara.com.br/criancas-no-nordeste-ferias/),0,1,0%,1
https://blog.viajeguanabara.com.br/descubra-o-futuro-do-conforto-em-viagens-com-os-novos-servicios-e-horarios-da-guanabara/,0,1,0%,1
https://blog.viajeguanabara.com.br/ferias-criancas-em-belo-horizonte/),0,1,0%,1
https://blog.viajeguanabara.com.br/perguntas-frequentes-guanabara/,0,1,0%,1
https://blog.viajeguanabara.com.br/saiba-como-comprar-passagem-de-onibus-barata/),0,1,0%,1
https://blog.viajeguanabara.com.br/tag/sul/,0,1,0%,1
https://blog.viajeguanabara.com.br/tag/viagem/,0,1,0%,1
https://blog.viajeguanabara.com.br/tag/ano-novo/,0,1,0%,2
https://blog.viajeguanabara.com.br/category/viaje-guanabara/page/4/,0,1,0%,4
https://blog.viajeguanabara.com.br/tag/curiosidades-de-natal/,0,1,0%,4
https://blog.viajeguanabara.com.br/tag/rio-grande-do-sul/,0,1,0%,4
https://blog.viajeguanabara.com.br/wp-content/uploads/2024/06/7.6.-Planetario-de-Brasilia.-Foto-Lucio-Bernardo-Jr.-Agencia-Brasilia-1250x1062.jpeg,0,1,0%,4
https://blog.viajeguanabara.com.br/author/blog-viajeguanabara-com-br/page/8/,0,1,0%,5
https://blog.viajeguanabara.com.br/tag/festas-de-ano-novo/,0,1,0%,5
https://blog.viajeguanabara.com.br/tag/acre/,0,1,0%,7
https://blog.viajeguanabara.com.br/wp-content/uploads/2023/12/1280px-Angra_dos_Reis_R.J-1024x768.jpg,0,1,0%,7
https://blog.viajeguanabara.com.br/category/dicas-de-viagem/page/5/,0,1,0%,8
https://blog.viajeguanabara.com.br/tag/passagem-de-onibus/page/4/,0,1,0%,8
https://blog.viajeguanabara.com.br/tag/passagens-rodoviarias/,0,1,0%,8
https://blog.viajeguanabara.com.br/tag/zoologico/,0,1,0%,8
https://blog.viajeguanabara.com.br/wp-content/uploads/2023/10/10-dicas-de-restaurantes-na-Barra-1250x480.png,0,1,0%,8
https://blog.viajeguanabara.com.br/tag/distrito-federal/,0,1,0%,9
https://blog.viajeguanabara.com.br/tag/onibus/,0,1,0%,9
https://blog.viajeguanabara.com.br/tag/rio-grande-do-norte/,0,1,0%,9
https://blog.viajeguanabara.com.br/tag/seo/,0,1,0%,9
https://blog.viajeguanabara.com.br/tag/viagem/page/7/,0,1,0%,9
https://blog.viajeguanabara.com.br/author/blog-viajeguanabara-com-br/page/5/,0,1,0%,10
https://blog.viajeguanabara.com.br/tag/9-de-julho/,0,1,0%,10
https://blog.viajeguanabara.com.br/tag/lollapalooza/,0,1,0%,10
https://blog.viajeguanabara.com.br/wp-content/uploads/2023/10/10-dias-de-Restaurantes-em-Sao-Paulo-600x480.png,0,1,0%,10
https://blog.viajeguanabara.com.br/wp-content/uploads/2024/07/lencois-maranhenses.webp,0,1,0%,10
https://blog.viajeguanabara.com.br/wp-content/uploads/2025/05/A1-600x600.jpg,0,1,0%,10
https://blog.viajeguanabara.com.br/tag/pelotas/,0,1,0%,11
https://blog.viajeguanabara.com.br/tag/rock-in-rio-x/,0,1,0%,11
https://blog.viajeguanabara.com.br/tag/viagem-para-casais/,0,1,0%,11
https://blog.viajeguanabara.com.br/wp-content/uploads/2023/10/10-praias-que-voce-precisa-conhecer-no-Nordeste.png,0,1,0%,12
https://blog.viajeguanabara.com.br/tag/o-que-fazer-no-rio/,0,1,0%,13
https://blog.viajeguanabara.com.br/wp-content/uploads/2024/01/Design-sem-nome-16-1250x720.jpg,0,1,0%,14
https://blog.viajeguanabara.com.br/wp-content/uploads/2024/02/FJR_2795-1-600x600.jpg,0,1,0%,16
https://blog.viajeguanabara.com.br/wp-content/uploads/2023/11/Parque_Flamboyant_Goiania_dezembro_de_2022_2-1024x768.jpg,0,1,0%,17
https://blog.viajeguanabara.com.br/wp-content/uploads/2024/06/divertida-mente-2-1250x942.jpg,0,1,0%,28
https://blog.viajeguanabara.com.br/wp-content/uploads/2025/10/capa-blog-600x600.png,0,1,0%,28
https://blog.viajeguanabara.com.br/tag/pascoa/,0,1,0%,41
https://blog.viajeguanabara.com.br/tag/motoristas-em-greve/,0,1,0%,59
https://blog.viajeguanabara.com.br/tag/viagem/page/4/,0,1,0%,69
https://blog.viajeguanabara.com.br/tag/viagem-de-onibus/page/7/,0,1,0%,163
